,0,3,1,2,5,4,6,7,8,9
225,Ms4a6b,Txk,Hist2h2bb,Brk1,Mllt10,Lars2,Rpl18a,Add2,Tspan32,Trafd1
226,Aopep,Cd40lg,Etfb,Kxd1,Sik3,Srsf5,Cnr2,Gm28988,Eif3k,Zbp1
227,Prkar1a,Tespa1,Elob,Lat,Znrf2,Rasgrp2,Hdac9,Tnk2os,Zfp36l2,Basp1
228,Entpd1,St8sia6,Il12rb2,Sept9,Eif4g3,Lsm7,Lax1,Dmtn,Tra2a,Fpr2
229,Cd2,Snrpd3,Ahnak,Arpc5l,Retreg1,Sh3bp5,Nrros,Cacna1a,Ndufa2,Pstpip2
230,Psmb8,Ccm2,Ywhae,Atp6v1f,Card11,Btg1,Srpk3,Cd59a,Tbrg1,Igsf6
231,Glipr1,Srsf7,Hells,Ndufa7,Faf1,Ppp1r15a,Zeb2,Trim34b,Uba52,Nadk
232,Ndufa13,Cytip,Kif20a,Mxd4,Usp15,Cd3e,Rpl27a,Gm16055,Patj,Bri3
233,Cib1,H2-Ke6,Mrpl18,Lcp1,Hspa5,Grap2,Samhd1,Cdkl1,Cmah,Mmp14
234,Selenok,Hcst,Sh3bgrl3,Lars2,Cep350,Uba52,Rab30,Nacad,Fam189b,Ms4a4c
235,H2-T23,Cd9,Rpa3,Tnfaip8,Usp9x,Smim4,Tmem123,Gm15915,B630019A10Rik,Rasa4
236,Hcls1,Akap8l,Orc6,Itgb2,Sf3b1,Trp53,Rps25,Samd14,Ndufb10,Rnf19b
237,Pld3,H3f3a,Spc25,Lypla2,Ranbp9,Limd2,Txndc5,Igf1,Pop5,St3gal5
238,Apobec3,Hnrnpdl,Rbm3,Prkca,Herc1,Rhoh,Rpl34,Gm44752,Eif5,Myadm
239,Jak3,Foxo1,Ctla2a,Tle5,Cdk17,Haao,mt-Nd5,Gm27011,Tox,Samsn1
240,Atp5j2,Srpk1,Cdca5,Rpl41,Malt1,Dph5,Rps27,Col4a4,Slc44a2,Adgre1
241,Rab19,Gm20400,Mxd3,mt-Co1,Fars2,Snrpf,Rpl10,Hs6st3,Gimap1,Morrbid
242,Sec11c,Acvrl1,Hist2h2ac,Wipf1,Rapgef4,H2-Oa,Notch2,Fgfrl1,Ablim1,Cnih4
243,Rinl,4930523C07Rik,Rfc2,Idh3b,Ankib1,Zfp36l2,Snx8,C77080,Pdlim4,Cd300a
244,Ndufa1,Stk38,Cox8a,Epsti1,Nlrc5,Npm3,Ephx1,Klhl22,Spint2,Ctsd
245,Gnas,Ifngr2,Hist1h4d,Map1lc3b,Ptbp3,Atp8b4,Rps9,Traj33,Slfn5,Iigp1
246,Rhog,Eif4b,Ccl5,Gm42418,Ldlrad4,Ier5,Filip1l,Gm42721,H2-T22,Sdc4
247,Lilrb4a,Gm34006,Atp5j,Il2rg,Lcor,Dnajb1,Nap1l1,Spire1,Gm45552,Pomp
248,Hmgb2,Nacc2,Nans,Ctla4,Lrch1,Itk,Tmem163,Gm9857,Mia2,Cxcl9
249,Prdx2,Atp5g2,Cdca2,Fermt3,Rfx7,Cxxc5,Il4i1,Gadd45a,Otulinl,Casp1
250,Nucb1,Trib2,Ybx3,Uqcrb,Camk2d,Cirbp,Cst3,Dhx58os,Gm34006,Hif1a
251,Hspa8,mt-Nd4l,Kifc1,Ndufa6,Arid5b,Dpp4,Cyba,Nfe2,Pced1b,Mif
252,Lpxn,Npm3,Lsm3,Camk2d,Gsk3b,Cst7,Rpl35,Fam227b,Smarca2,Bnip3
253,Bscl2,Polr2a,Cisd1,Asap1,Rasgrp1,Eif3i,Gm43388,Gm12694,Malat1,Ostf1
254,Slfn2,Sertad1,Serinc3,Maf,Nsd1,Smap2,Prr5,4930556I23Rik,Smim4,Tbcb
255,Serf2,Treml2,Nasp,Cox7a2l,Camk1d,Dgka,mt-Nd1,Kif19a,Cd27,Hp
256,Tpst2,Ephx1,Calm2,Vps28,Rasa3,Hnrnpa1,Ddx5,4930553M12Rik,Gimap6,Ggh
257,Pstpip1,Ldhb,Pola1,Tmem179b,Kmt2e,Als2cl,Rps20,Gm10800,Snrpd3,Gsr
258,Bcl3,Trmt112,Snrpe,Ctsa,Sidt1,Eif3m,Rftn1,4930550C14Rik,Gm20186,N4bp1
259,Gm4070,Mat2a,AI506816,Atp5j,Parp8,Park7,1110059E24Rik,Mettl5,Ifngr2,Soat1
260,Atp6v0e,Son,Lsm5,Abhd8,Btbd9,Pde2a,A530040E14Rik,Tmod1,Skp1a,Ccl5
261,Sytl3,Hspe1,S100a4,Batf,Zfp148,Psme1,Cerk,Snx22,Slfn1,Entpd1
262,Cd4,Arl5c,Oaz1,Lcp2,R3hdm1,H2-Ke6,H2-T23,4932443L11Rik,Gbp10,Gnb2
263,Casp1,Tgfbr3,Hist1h1a,Drap1,Dnajc1,Ndufa2,Rpl39,Narf,S1pr1,Tmsb4x
264,Ccdc12,Cd4,Srsf3,Tmem173,Celf1,Tagap,Malat1,1700019J19Rik,Sp110,Selenom
265,Dgat1,Klf13,Tubg1,Ndufa3,Ranbp2,Imp3,Mtss1,2610027K06Rik,Klk8,Gng5
266,Gdi2,Prdx6,Ssrp1,Rpl37,Elf1,Rab3ip,Cxxc5,Wipi1,Ifi47,Cd302
267,Tbcb,Eif5,Snrpb,Apobec3,Rock1,Eif1,Bend5,Ranbp10,Hspa9,AW112010
268,Atp5d,Sit1,Psmb5,Atp5j2,Vps37b,Eng,Dmxl1,Il20ra,Emp3,Mt1
269,Il12rb1,Gpsm3,Ctsd,Gramd1b,Epb41,Gm19705,Fam43a,Urod,Pfdn2,Slamf7
270,Mif,Ndufa7,Higd1a,S100a10,Ccnl1,Bend4,Txndc16,Fam228b,Aasdhppt,Ppt1
271,Psma1,H3f3b,Psat1,Aff3,Smurf2,mt-Co1,Iglv3,Tmem91,Hnrnpa1,Rgl1
272,Lat,Gphn,Depdc1a,Ptpn6,Dip2b,Eif4b,Syvn1,Cmklr1,Hvcn1,Hsp90b1
273,Ndufb7,mt-Cytb,Siva1,Igflr1,Zfp638,Snhg15,Parp1,Pdzk1ip1,Cbr1,Lpcat2
274,Hsp90b1,Trbv31,Cxcr3,Atox1,Map4k4,Tent5a,Gas5,Gdpd3,Als2cl,Pgd
275,Ubb,Lamtor2,Arhgdia,Commd6,Pde4d,Treml2,Btg1,Sh2d5,Pcbp2,Rnh1
276,Dctn3,Patj,Cxcr6,Ly6a,Apc,Eif3k,Sell,B430218F22Rik,Il6st,Cd44
277,Crlf2,Dusp2,Poc1a,Sidt1,Nfatc3,Gm14085,Ubc,Lrrc23,Filip1l,Maf
278,S1pr4,Igsf23,Eif5a,H2afz,Ppp3ca,Phb,Smagp,Sh3yl1,Imp3,Bst2
279,Lamtor5,Add3,Mcm2,Tnfrsf9,Suco,Il31ra,Plbd1,Gm38405,Ggps1,Gnaq
280,Smdt1,B630019A10Rik,Ddx39,Prdx5,Arid4b,Pigp,Slc12a6,Gm14820,Tespa1,Lacc1
281,1110008P14Rik,Eif3m,Atp5j2,Rab19,Ythdf3,Dusp1,Uvrag,Gm10767,Shisa5,Ahnak
282,Tmem256,Bmyc,Hist1h2ab,Mapre2,Nfkb1,Mybbp1a,Trim7,St6galnac2,Sox4,Tbxas1
283,Pfkp,Pced1b,Tbx21,Mrps6,Jarid2,Dnaja1,BC035044,Gm39214,Esf1,Ncf4
284,Gm2a,Slfn2,Kif2c,Lsp1,Setx,Gramd4,Rere,Gm15563,Cbx4,Rbpj
285,Tmem160,Slc16a5,Bsg,Syngr2,Tnrc6a,Cnbp,Ncf4,Gm26944,G430095P16Rik,Cox17
286,Ifit1bl1,Rbm38,Casp3,Slfn2,Setd5,Sept6,Rubcn,Arsa,St6gal1,Ldha
287,Gbp6,Fbl,Atad2,Lamp1,Stk10,Atp1b1,Nfkbid,Thra,Arl5c,Sppl2a
288,Psmb3,Hnrnpa1,Fzr1,Gmfg,AW554918,Slc12a7,Aff1,A330009N23Rik,mt-Nd5,Scpep1
289,Gyg,mt-Nd4,Tomm6,Eif3c,Med13l,Btf3,Tor3a,Sirpa,H2-Ke6,Itgb2
290,Mvb12a,Hspb11,Psmd13,Edf1,Ube2h,Slc16a5,Srgn,Tusc1,Klf13,Sp140
291,Commd4,Emp3,Gbp3,Pbxip1,Arap2,1700062C10Rik,Rogdi,Selenbp1,Sat1,Agtrap
292,Mrps21,Ppdpf,Apobec3,Pdrg1,Slc12a6,Rbis,Mpeg1,Gsta4,Chrac1,Fkbp2
293,Ifi47,Bcl2,Neil3,Rap1a,Stag2,mt-Nd4,Snx30,Rpain,Ndufa7,Prelid1
294,Cst7,Ndufa2,Rdm1,Cd28,Mtmr3,Gm32633,Xist,Klhl7,Klhdc1,Hexa
295,Batf,Trbc2,Ndufb7,Ubald2,Kpna4,Tmie,Il4ra,Igf2bp2,Cdk2ap2,Snx20
296,1810037I17Rik,Tecpr1,Dbf4,Mrpl24,Arl15,Gm20324,Bfsp2,Gm15446,Kcnn4,Tnfrsf1b
297,Mrpl33,Tdrp,Ap2s1,Rpl18,Chchd3,Cd79b,Themis2,Grik5,Sgk3,Atp6v1g1
298,Mien1,Ndufb4,Cdkn2c,Gpx4,Pik3cd,Ifi27,Ltb,Fnip2,Slc50a1,Slc15a3
299,Gm19585,Crlf3,Psma1,Bola3,St8sia4,Igfbp4,Rnf216,Lrrc39,Akap8l,Slc2a6
300,Calm3,Sesn1,Sdhb,Cd5,Tnks2,Atp5g1,Ctso,Ilvbl,Pdrg1,Reep5
301,Ttc39b,Rhoh,Impa2,Asb2,Cd226,Elmsan1,Grcc10,Tepsin,Ccdc85b,C1qb
302,Itgb7,Cd2ap,Arsb,Mettl23,Hdac8,Trbv29,E330020D12Rik,Fbxo48,Tagap,Tax1bp1
303,Eif4e2,Eif3k,Dnajc9,Pkp3,Rsrc1,Usp28,Serpina3f,1500026H17Rik,Ndufs7,Serf2
304,Rab1b,Sdhaf1,Hist1h3e,Sh3bgrl,Sesn3,Slc17a9,Rps5,6330415G19Rik,Rtp4,Ywhag
305,Prdx1,Il4ra,Usp1,Xcl1,Rev3l,Gm19261,Id3,Lbp,Mybbp1a,Ptpn6
306,Lilr4b,Spint2,Prim1,Malat1,Tasp1,Ctsl,Dazap2,Cox6b2,Srm,Icam1
307,Itgb1,Dnajb1,Cd48,Adam19,Trpm7,Trbv19,Bmp2k,Gm33728,Foxo1,Tmem256
308,AI662270,Sox4,Nuf2,Wdr83os,Rapgef2,Txn2,Rpl38,Ncf4,Ldhb,Hip1
309,Sys1,Trbv3,Nde1,Myo1f,Mctp2,Dmac1,Nuak2,4930579K19Rik,Nisch,Clic4
310,Sept1,Fkbp3,Ncapd3,Atp5md,Stat5b,Auts2,St6gal1,Fbxw10,Rbm25,Etv6
311,Tmbim4,Rgcc,Aspm,Elob,Eml4,Pcbp2,Eml4,Dcp2,Ifi213,Flot1
312,Sytl2,Tomm7,Plk4,Tmsb4x,Nptn,Dpm3,Plekho1,Mmp11,Btf3,Psmb9
313,Mrps16,Akr1b3,Trerf1,Slc1a5,Add3,Acyp1,Sipa1,Slc43a1,Impdh2,Ccl4
314,Cotl1,Vipr1,Reep4,Ndufv3,Ppp6r3,Ndufb4,Tpst1,Ifi44,Slc17a9,Tmbim6
315,Cdipt,mt-Nd5,Manf,Tecr,Hectd1,Stx2,Tut4,Gm45669,Crlf3,Hcls1
316,Slc16a3,Gm2000,Mcm4,Cotl1,Rbm33,Gm2682,Sorl1,Wdr81,Rbis,Slc31a1
317,Mif4gd,Nfkbia,Hat1,Sipa1,Fto,Apex1,Gm2a,1600010M07Rik,Taf7,Ubash3b
318,Spn,Cd247,Sec11c,Atp6v0e,Atad2b,Pim2,Prcp,Fgfbp3,Ddrgk1,Plekho2
319,Srp14,Rapgef6,Pimreg,H3f3a,Mbnl2,Ttc3,Rpl13,Atp6v0a1,Nfkbia,Cnn3
320,Serpinb6b,Arl4c,Sytl3,Fundc2,Arid1a,Sesn1,Il12a,Kcna2,Utp14a,Dram2
321,Gnpda1,Frat2,Nrm,Rnasek,Atrx,1810006J02Rik,Mast4,Rragd,Ndrg3,Plaur
322,Arf1,Ggt5,Stip1,Pdcd6,Ppp2r5a,Hdgfl3,Abhd17b,Kcnk2,Sh3bp5,Rab5if
323,Psmb9,Bcas2,Icos,Emg1,Gtdc1,Ankrd10,Nedd9,Gm46218,Hspb11,Ftl1-ps1
324,Tmem173,Rab3ip,Csnk2b,Lbh,Atp8a1,Plaur,C130026I21Rik,Trav4-4-dv10,Dph5,Arpc1b
325,Sdcbp,mt-Nd1,Csrp1,Arhgap9,Atp1b3,Gm30054,Dnajc7,Gm9888,Gmip,Syngr2
326,Dynll1,Ctss,Cbx3,Ikzf3,Airn,Trmt1,Prkcd,Txnrd3,Prdx6,Ltb4r1
327,Casp3,Phf1,Pgp,Uqcr10,Sfpq,Fcgrt,Rpl22,Dram1,Sh3gl1,Ndufb1-ps
328,Atp5md,Cbx4,Ube2l3,Aamp,Map3k3,Ddc,Cd86,Hist1h4a,Calhm6,Lamtor4
329,Ncf4,Ssbp2,Dhfr,Gimap8,Cnot2,D930028M14Rik,Tmcc3,Nat8f4,Cd8a,Plekho1
330,Ikzf3,Smad7,Fignl1,Rpl28,Ddx5,Dock10,Susd1,Trav7d-4,4930523C07Rik,Fam174a
331,Shisa5,Wdr83os,Slc16a3,Ndufb5,Usp24,Nr4a2,Plac8,Snhg10,Eif3i,Adam9
332,Psma5,Tmem64,Gins2,Thap3,Tet3,Gm19951,Lyl1,Large1,Cox16,Psmb8
333,Gnb2,Gm11695,Ifngr1,Il10ra,Csnk1g1,Ccdc102a,Atp8a1,Cep131,Tmie,Zyx
334,Adgre5,Cdkn1b,Kmt5a,Cdk8,Ppm1b,Cnr2,Irak2,Gm50013,Mphosph10,Notch2
335,Atp5g3,mt-Co3,Morrbid,Uqcc3,Rere,Gpatch4,Pqbp1,Dnah12,Akr7a5,Rp2
336,Cd3e,Myl12b,P4hb,Rnf19a,Sema4d,Usp11,Cbfa2t3,Mzb1,Snrpd2,Arpc3
337,Bcl2a1d,Imp3,Sgo2a,Il31ra,Sp4,Shmt2,Irgc1,Zc3hc1,Dnajb1,Csf3r
338,Gpr171,Hexb,Rgs1,Sem1,Tut4,Bcl2,Rps21,Bach2os,Tmem108,Arpc5
339,Lfng,H2-Q4,Il18rap,Bmp7,Pds5a,Hexb,mt-Cytb,Mogat1,Prpf38b,Irak3
340,Adam19,Idh2,Atxn1,R3hdm4,Tgfbr3,Bmyc,Pafah1b3,Ctse,Dbp,Mgst1
341,Tomm6,Gimap1,Psmb3,Grina,Il6st,1110038B12Rik,Gabarap,Fkbp7,mt-Atp8,Serp1
342,Atp5l,Ibtk,Cox6a1,Pdlim2,Rlf,Emb,Gm42031,Cdc14b,Hcst,Atp6v1b2
343,Cope,Park7,Arpc1b,Samhd1,Chd7,1810034E14Rik,Gm20559,Iah1,2310033P09Rik,Atp6v1e1
344,Ifngas1,Ldb1,Hprt,Hivep2,Zfp644,Hspbp1,Iqsec1,Usp54,Eif3h,Creg1
345,Psmd8,1810026B05Rik,Gnai2,Tomm7,Cmip,Trpm1,Cd200,Ly6g,Tomm7,Snx18
346,Esd,Tox,Mrpl51,Snrpd2,Tmem131l,Gnl3,Phtf2,Cables2,Acvrl1,Acer3
347,Pycard,Krt10,Bcl2a1b,Rpl27a,Dgkd,Ppp1r14b,Atp6v0b,4932422M17Rik,mt-Nd1,Pygl
348,Cish,Nfe2l2,Lsm6,Stat4,Scaf8,Hpcal1,mt-Co1,Tmem185b,Cd2ap,Trim30a
349,Snx2,Amigo2,Mis18bp1,Pdcd1,Galnt10,Txk,Gripap1,Gm48671,Pebp1,Prdx1
350,Coro1b,Smim4,Atp5b,Psmb10,Traf3,Hid1,Cd2ap,Prpf4,Tnfsf8,Nfam1
351,Bak1,Pecam1,Prkar1a,Chn2,Mdm4,Eomes,Cnpy3,Mospd1,Chka,Sat1
352,Rac1,Ddit4,Pomp,Cd200,Ncoa1,A930002I21Rik,Sbk1,Tsga10,Stat1,Sh3bgrl
353,Aph1a,Filip1l,Ndufb8,Capzb,Ccny,Nhp2,Apobec1,Senp8,Tecpr1,Itm2b
354,Ebp,Eif3i,Bub1,Cd2,Tmem164,S1pr1,Tsc22d3,Trip10,Card6,Higd1a
355,Slc2a3,Znrf1,Chaf1a,Ighm,Zfp280d,Rarg,Setbp1,Gm42670,Zfp36l1,Casp4
356,Il10ra,Shisa5,Hif1a,Tspan32,Nedd4l,Cd3d,Treml2,Fahd1,Gnl3,Esd
357,Syt11,Gpr132,Anapc15,Bcl2a1b,Zyg11b,Gm11342,mt-Co3,Nanos1,Lamtor2,Cox6b1
358,Gadd45b,Klf3,Pim1,Rln3,Kdm7a,Gm27008,Zfp608,Dclre1b,Satb1,Gnai2
359,Psmb10,Il16,Pdia6,Trim12a,Numb,Snai3,Fam111a,4732471J01Rik,Ddx47,Phf11d
360,Clec2d,Psenen,Tmem97,S100a6,Pacs1,Nob1,Pgap1,Gk5,Ccnd2,Pim1
361,Cox7a2,Mcl1,Pbk,Rpl18a,Lyst,Eml5,Clec2i,Trbv14,Rbm38,Adam8
362,Tle5,Dbp,Ly6c2,Dad1,Kat6a,Lef1os1,Ell3,Dlg3,Cd9,Nos2
363,Capza1,Ldlrap1,Hjurp,Hpcal1,Pou2f1,Gm34006,Eif3f,1700022I11Rik,Sertad1,Fpr1
364,Atp6v0b,Rgs2,Pdia3,Paip2,Fus,Mgst2,Gm20513,Smtn,Emg1,Arl8a
365,Plekhb2,Rbis,Cenpp,Agfg1,Kcnq1ot1,Casc4,Pip4p1,1700084E18Rik,Slc16a5,Mcemp1
366,Xdh,Rasal3,Kif18b,Tank,Tbl1xr1,Adgrb2,Nfkbie,Gm16062,Mri1,Tns3
367,Cwc15,Rasgrp1,Tigit,Sash3,Mef2a,Rpgrip1,Ktn1,Zkscan7,Npm3,Picalm
368,Metrnl,Gm32633,Lgals3,Tmem234,Cyfip2,Rcl1,Klhl24,Lrrc8b,Gm32633,Cxcl16
369,Rap1b,Gm19951,Hip1,Nek7,Mkln1,Srm,Fos,Spi1,Mrpl24,Nupr1
370,Ndufb8,Hotairm1,Ckap2,Clec2i,Itpr1,Tbca,Laptm4a,Cdk16,Txk,Actb
371,Akr1a1,Gm11707,Abracl,Ube2v1,Cnot1,Gpx4,Calhm2,Zfp940,Ppie,Adam17
372,Eif4e3,A530021J07Rik,Psmb2,Sumo1,Srgap2,Selenow,Il10ra,Gm5432,Pecam1,Znhit1
373,Elovl1,Gm14085,Topbp1,Pim1,Xist,Vps37b,Atp6v0a1,Thrb,Ldb1,Socs1
374,Tmem167,Cox16,Mtch1,Cfl1,Aff4,Macrod1,Arhgap26,Tmem104,Rrp1,Sh3bgrl3
375,Mxd1,Snrpf,Batf,Dtx1,Cd53,Rrp9,Abi3,Trav5-1,Hsd17b10,Itgb1
376,Ttc39c,Gabrr2,Nudc,Ptp4a2,Spag9,Dse,Vav2,Kdelr2,Sdhaf1,Sap30
377,Ecm1,Pcbp2,Sae1,Samd3,Ahcyl2,Qtrt1,Baz1a,Pi4k2b,Ubc,Acot7
378,Polr1d,Sgk3,Carhsp1,H3f3b,Slmap,Nbdy,Traf5,Ccdc90b,Nfrkb,Ptms
379,Chmp2a,Rgmb,Ska2,Micos13,Nr2c2,Ssbp2,Hmgn3,Cldn10,Oasl2,Ube2f
380,Sdhb,E030030I06Rik,Nup62,Il27ra,Lcp2,Mettl27,Pten,Ccdc162,Eif5b,Man2a1
381,Fnbp1,Klhdc1,H2afy,Nt5e,Brd4,A630014C17Rik,Rps11,Etohd2,Smim27,Rps27l
382,Atp2b4,Slc17a9,Tuba1a,Trerf1,Tnpo1,Xrn2,mt-Nd4,Tfap4,Nsmce1,Snap23
383,Ptms,Stambpl1,Pa2g4,Relb,Etnk1,Cd3g,Atp6ap1,Gm16638,Taz,Ptpre
384,Fis1,Foxn3,E2f2,Rpl34,Clint1,Hdac7,Fuca1,C230037L18Rik,Inpp4b,Plod3
385,A430093F15Rik,Trat1,Tmem14c,Atp5a1,Hdac4,Sgk1,Cd274,Noa1,Ctss,Sgpl1
386,H13,Macrod1,Smc1a,Pim2,Exoc6b,Trbv14,Carmil1,Gm36329,Phf1,Slc11a1
387,Tram1,Ifit3,Ssna1,Zdhhc18,Scaper,Gm11695,Slc15a4,Zfp972,Atxn10,M6pr
388,Anxa5,Pebp1,Elof1,Stx6,Heca,Lrrc75b,Pgls,Pcnx4,Tnfaip8l2,Ehbp1l1
389,AA467197,Adh1,Ubl4a,Pdcd1lg2,Nup98,Them6,Rpl36,Zbed3,H2-Q4,C1qc
390,Ube2l3,Ythdc1,Srsf2,Tnip1,Fbxw7,Gtpbp4,Rassf4,Fcrl1,Cd69,Creld2
391,Cd53,Adh5,Anxa6,Ccr4,Atp9b,Nop58,Rpl9,Gm29336,Pacsin1,Fmnl2
392,Ckb,Adk,Coro1a,Mdp1,Tnks,Gm45669,Nrm,Gm16337,Timm9,Irak2
393,Tspan3,Ampd1,U2af1,Rps9,Col4a3bp,Filip1l,Ifngr2,Rdh13,Gps2,Rapgef2
394,Spcs1,Slc15a2,Commd1,Tnfrsf1b,mt-Nd4,Gm16124,Mgat1,Zfp882,Adrb2,Tcirg1
395,Tmem30a,Aff3,Gnb2,Hmgb2,Arfgef1,Prrt1,Zc3h12a,Nfxl1,Klhl6,Gbp7
396,Pdlim2,Srsf11,Ifitm3,Leprotl1,Arid2,Tomm7,Gm8369,Trav13-1,Ppp1r13b,Rab31
397,Tap1,Smim27,Ppib,Atp5g3,Nufip2,Acss1,mt-Nd4l,Qprt,Gm15708,Rhbdf2
398,Cox4i1,Spr,Hdgf,Rpl4,Tmem131,Gm30948,Grn,Rapsn,Rara,Ptpn1
399,Snx5,Ddx18,Rbbp7,Gimap6,Patj,Tlr12,Ift140,Trdv2-2,Arhgap15,Phf11b
400,Ndufb9,Cbr1,Creld2,Ccdc12,Uvrag,Patj,Ppdpf,AC113595.1,Spr,Calr
401,Mrpl4,Myo10,Slamf7,Aup1,Tm9sf2,Orai2,Rpl37a,Clip2,Nolc1,Mfsd1
402,Gimap5,Mtss1,Ube2t,Rpl36al,Kat2b,Fmc1,Cep85,Tcea2,Traf5,Lpin2
403,Lcp2,Flt3l,Anapc5,Hcls1,Arf4,Gria3,Igkv6-15,Hipk1,Cited2,Synj1
404,Rtf2,Sdha,Cyba,Gltp,Fchsd2,Eef2kmt,Scand1,Mvb12b,Ift80,Capns1
405,Atp2b1,Zscan26,Kdelr2,Gm26740,Ankhd1,Zfp36l1,Arap1,Myo3b,Rab6b,Pira2
406,Rab8b,Itgb3,Rilpl2,Tasp1,Arid4a,Eif4a1,Pde7a,Enpp5,Igsf23,Ccdc50
407,Cmtm7,Cox14,Prdx4,Isg20,Ralgapa1,Acaa2,Acsf2,C130036L24Rik,Gimap3,Rtp4
408,Myo1g,Ptma,Slc25a5,Ifi27,Mapk1,Prdx6,Marcks,Dcun1d1,Dennd2d,Coro2a
409,Eva1b,Zfp467,Ube2m,Nop53,Atp2b1,Add3,Hexa,3110082I17Rik,Ggt5,Lyst
410,Ap2m1,Llph,Ywhab,Arhgdib,Bbx,Gabrr2,Il5ra,Fancb,Rnasek,Srgap2
411,Calr,Ripor2,Ube2n,Ifnar2,Ifrd1,Rpl36a-ps1,Rps26,Zfp563,Ndufaf4,Tnfrsf1a
412,Ywhaz,Eif3h,Nxt1,Bscl2,Rbm6,Ggt1,Itsn2,Ptk2,Add3,Sdf2l1
413,Sema4d,Letm2,Arpc3,Rnf138,Fam169b,Gm20234,Farsb,Ccr4,Ddx18,Cox5a
414,Tbc1d10c,Adi1,Susd3,Celf2,Pds5b,Trim30c,Pik3c2b,Prps1l3,Tent5a,Rab43
415,Trim30a,Hspa1b,Nelfe,Tomm20,Tasor,Tnfsf8,Trim34a,Trub1,Pigp,P4hb
416,Ak3,Taf7,Bcl3,Il18r1,Galnt6,Bcl9l,Sema4b,Elob,Ndufb5,Ly6e
417,Lamtor4,Cdk11b,Hist1h2ak,Dguok,Ubac2,Mat2a,Ptk2b,Zfp87,Sit1,Lat2
418,Tmem258,Adrb2,Psma4,Timm10b,Nktr,Ccdc85b,Iglv2,Rnf32,Macrod1,Bcl3
419,Atp5j,Tnfaip8l2,Hist1h1c,Scamp3,Zfp654,Fam169b,Scimp,Rpusd2,Nacc2,Tifa
420,Cops9,Lamp1,Chaf1b,Plgrkt,Epc1,Utp14a,Cfp,Sesn2,Trav14-1,Pitpna
421,Psmb2,Mob3b,Bak1,Rbck1,Xpr1,Lyrm7,Cd52,Mylpf,E030030I06Rik,Psmb10
422,Gng10,Ikbke,Slamf1,Gm20069,Tpp2,Sugt1,Rabep2,Slc25a29,Tomm5,Rac1
423,Rrbp1,Lef1os1,Ssr2,Idnk,Pum1,Mettl8,Irgm1,Lrrc1,Tdrp,Acp2
424,Trafd1,Dph5,Sephs2,Capn3,Spata5,Gm47782,Ezr,Nagk,Nfkbid,F10
425,Borcs8,Hsdl1,Capn2,Chrac1,Klf13,Tec,Klf2,Stam2,Cyb5a,Sirpb1b
426,Sin3b,Zbtb20,Cbx1,Fryl,Ptk2b,Bst2,Rhob,Tifa,Frat2,C5ar1
427,Fermt3,Pacsin1,Dck,Sumo2,Glg1,Polr2e,Clta,Gm47469,Snhg15,Sypl
428,Ufc1,Ramp3,Nutf2,Skap1,Fam193a,Timm9,Gm20429,Ica1,Tfap4,Il1b
429,Rab8a,Clk1,Gm10282,Ankrd12,Tbl1x,Sun2,Hexb,Ifit1,Psme1,Sbno2
430,Itpk1,Pop5,Efhd2,Cap1,Iqgap1,Set,Fosb,3010003L21Rik,Micos13,Siva1
431,Ywhah,Sat1,Tcp1,Ttc39b,Cux1,Sp110,Tfeb,Gm19522,Psip1,Fam49b
432,Tapbp,Trbv26,Pfkp,Tmem154,Atp13a3,Card6,Tgfb1,Dnaaf4,Anapc16,Arid5b
433,Isg15,Gpatch4,Itgb1,AI413582,Mgat5,Prss12,Zdhhc14,2810021J22Rik,Ifit3,Acadl
434,Chmp5,Atn1,Dtymk,Chd9,Tcf7,2410002F23Rik,Gem,Zfand6,Zpr1,Atp6v0e
435,Ube2i,2810013P06Rik,Prr13,Ephx1,Man2a1,Ndufaf4,Pecam1,D330023K18Rik,Ddb2,Irgm1
436,Ube2v1,Tbxa2r,Get4,Ube2b,Gpatch8,Gm13842,Sh2b3,Mfsd4a,Dguok,Myd88
437,Ssr2,Ets1,Arpc5,Myo1e,Ddx6,Nedd4,Tlr7,Gm43647,Hnrnpf,Plaat3
438,Vps29,Mrpl24,Arpc4,Nrp1,Cytip,Nt5c,Helz2,Ly96,Ccnl1,Il10ra
439,Tesc,Peg13,Mrpl28,Itga4,Uggt1,Kcna2,Eef1g,Proser3,Gm50211,Cmtm7
440,Ntan1,Prkd2,Cox6b1,Ergic3,Cop1,Clpp,Gm4610,Ifit1bl2,Izumo4,Xbp1
441,Icam1,Cyp2d22,Mis18a,Cnot6l,Herc3,Snrpd2,Tcf3,0610043K17Rik,Klf3,Ifitm1
442,Sept9,Syf2,Cdk4,Tnfsf14,Btbd7,Aqp3,Rpl21,Hook2,Elf1,Adssl1
443,Tmem50a,Gnl3,Rbbp8,Eci1,Znrf1,Ampd1,Rbm39,Dele1,2410002F23Rik,Diaph1
444,Msrb1,Oasl2,Glipr1,Smdt1,Atp8b4,Gpx1,Cobll1,St3gal2,2300009A05Rik,Smdt1
445,Slfn1,Trbv13-3,Il18r1,Zfp683,Map3k5,Mir142hg,Aim2,Klhl12,Bcas2,Fam241a
446,1810058I24Rik,Snhg15,Vdac3,Glmp,Pik3r5,Zscan26,Dgkd,Nsl1,Plekhj1,Rbm47
